,loss,IoU1,IoU2,IoU3,IoU4,IoU5,IoU6,IoU7,IoU8,IoU9,precision,recall
59,0.1676,0.085,0.1493,0.3134,0.5361,0.6723,0.7183,0.7158,0.6954,0.6725,0.3248,0.9472
