,loss,IoU1,IoU2,IoU3,IoU4,IoU5,IoU6,IoU7,IoU8,IoU9,precision,recall
59,0.0226,0.3797,0.6858,0.7901,0.8421,0.8767,0.8988,0.913,0.922,0.9268,0.7524,0.995
