,loss,IoU1,IoU2,IoU3,IoU4,IoU5,IoU6,IoU7,IoU8,IoU9,precision,recall,val_loss,val_IoU1,val_IoU2,val_IoU3,val_IoU4,val_IoU5,val_IoU6,val_IoU7,val_IoU8,val_IoU9,val_precision,val_recall
9,0.2776,0.183,0.1869,0.2009,0.2262,0.258,0.2807,0.3113,0.3331,0.3341,0.2534,0.9109,0.2739,0.1824,0.1867,0.2007,0.228,0.2615,0.2858,0.3212,0.3438,0.3437,0.2561,0.9123
